2019-12-08T14:00:45.000Z, Authentication Failure, User438
2019-12-16T11:20:07.000Z, Process Start, User232
2019-12-16T11:20:08.000Z, Login, User94
2019-12-16T11:20:23.000Z, Process Start, User371
2019-12-16T11:20:23.000Z, Login, User455
2019-12-16T11:20:26.000Z, Logout, User371
2019-12-16T11:20:31.000Z, Logout, User500
2019-12-16T11:20:33.000Z, Logout, User48
2019-12-16T11:20:39.000Z, Process Start, User36
2019-12-16T11:20:48.000Z, Login, User345
2019-12-16T11:21:01.000Z, Authentication Failure, User282
2019-12-16T11:21:09.000Z, Process Start, User336
2019-12-16T11:21:09.000Z, Logout, User362
2019-12-16T11:21:23.000Z, Logout, User22
2019-12-16T11:21:25.000Z, Login, User300
2019-12-16T11:21:27.000Z, Login, User173
2019-12-16T11:21:44.000Z, Login, User480
2019-12-16T11:21:46.000Z, Process Start, User332
2019-12-16T11:21:54.000Z, Login, User170
2019-12-16T11:21:56.000Z, Process Start, User119
2019-12-16T11:22:10.000Z, Login, User452
2019-12-16T11:22:24.000Z, Process Start, User316
2019-12-16T11:22:30.000Z, Process Start, User170
2019-12-16T11:22:31.000Z, Logout, User300
2019-12-16T11:22:32.000Z, Process Start, User170
2019-12-16T11:22:42.000Z, Process Start, User345
2019-12-16T11:23:04.000Z, Process Start, User31
2019-12-16T11:23:05.000Z, Process Start, User94
2019-12-16T11:23:19.000Z, Authentication Failure, User352
2019-12-16T11:23:36.000Z, Process Start, User316
2019-12-16T11:23:43.000Z, Logout, User336
2019-12-16T11:24:23.000Z, Logout, User119
2019-12-16T11:24:33.000Z, Logout, User452
2019-12-16T11:24:37.000Z, Logout, User170
2019-12-16T11:24:38.000Z, Login, User226
2019-12-16T11:24:40.000Z, Logout, User159
2019-12-16T11:24:46.000Z, Login, User399
2019-12-16T11:24:51.000Z, Logout, User316
2019-12-16T11:25:17.000Z, Process Start, User36
2019-12-16T11:25:17.000Z, Logout, User226
2019-12-16T11:25:44.000Z, Logout, User173
2019-12-16T11:25:46.000Z, Login, User116
2019-12-16T11:25:56.000Z, Login, User481
2019-12-16T11:26:05.000Z, Login, User105
2019-12-16T11:26:06.000Z, Authentication Failure, User79
2019-12-16T11:26:07.000Z, Logout, User345
2019-12-16T11:26:09.000Z, Login, User67
2019-12-16T11:26:13.000Z, Login, User230
2019-12-16T11:26:18.000Z, Logout, User332
2019-12-16T11:26:23.000Z, Logout, User116
2019-12-16T11:26:25.000Z, Login, User223
2019-12-16T11:26:34.000Z, Logout, User288
2019-12-16T11:26:38.000Z, Logout, User218
2019-12-16T11:26:41.000Z, Login, User473
2019-12-16T11:27:10.000Z, Process Start, User489
2019-12-16T11:27:12.000Z, Login, User319
2019-12-16T11:27:20.000Z, Login, User430
2019-12-16T11:27:22.000Z, Login, User315
2019-12-16T11:27:24.000Z, Login, User89
2019-12-16T11:27:25.000Z, Authentication Failure, User18
2019-12-16T11:27:30.000Z, Process Start, User489
2019-12-16T11:27:43.000Z, Logout, User399
2019-12-16T11:27:51.000Z, Logout, User94
2019-12-16T11:27:51.000Z, Logout, User223
2019-12-16T11:28:13.000Z, Process Start, User455
2019-12-16T11:28:23.000Z, Process Start, User319
2019-12-16T11:28:28.000Z, Process Start, User89
2019-12-16T11:28:32.000Z, Logout, User455
2019-12-16T11:28:40.000Z, Login, User144
2019-12-16T11:28:51.000Z, Logout, User160
2019-12-16T11:28:53.000Z, Process Start, User230
2019-12-16T11:29:12.000Z, Logout, User105
2019-12-16T11:29:19.000Z, Login, User173
2019-12-16T11:29:20.000Z, Logout, User480
2019-12-16T11:29:24.000Z, Logout, User489
2019-12-16T11:29:28.000Z, Process Start, User315
2019-12-16T11:29:39.000Z, Login, User122
2019-12-16T11:29:51.000Z, Login, User211
2019-12-16T11:29:53.000Z, Logout, User122
2019-12-16T11:30:07.000Z, Process Start, User315
2019-12-16T11:30:10.000Z, Login, User258
2019-12-16T11:30:12.000Z, Process Start, User319
2019-12-16T11:30:18.000Z, Authentication Failure, User55
2019-12-16T11:30:22.000Z, Logout, User319
2019-12-16T11:30:36.000Z, Process Start, User315
2019-12-16T11:30:38.000Z, Login, User152
2019-12-16T11:31:12.000Z, Logout, User31
2019-12-16T11:31:27.000Z, Logout, User211
2019-12-16T11:31:29.000Z, Logout, User89
2019-12-16T11:31:41.000Z, Logout, User230
2019-12-16T11:31:55.000Z, Process Start, User481
2019-12-16T11:32:01.000Z, Logout, User152
2019-12-16T11:32:01.000Z, Process Start, User315
2019-12-16T11:32:14.000Z, Process Start, User258
2019-12-16T11:32:17.000Z, Logout, User232
2019-12-16T11:32:28.000Z, Logout, User481
2019-12-16T11:32:43.000Z, Authentication Failure, User392
2019-12-16T11:32:44.000Z, Logout, User258
2019-12-16T11:32:46.000Z, Login, User439
2019-12-16T11:32:48.000Z, Authentication Failure, User418
2019-12-16T11:33:04.000Z, Authentication Failure, User385
2019-12-16T11:33:33.000Z, Login, User460
2019-12-16T11:33:34.000Z, Logout, User430
2019-12-16T11:33:55.000Z, Process Start, User439
2019-12-16T11:33:59.000Z, Login, User25
2019-12-16T11:34:11.000Z, Logout, User67
2019-12-16T11:34:16.000Z, Logout, User473
2019-12-16T11:34:18.000Z, Login, User492
2019-12-16T11:34:42.000Z, Logout, User173
2019-12-16T11:35:03.000Z, Process Start, User439
2019-12-16T11:36:09.000Z, Authentication Failure, User142
2019-12-16T11:36:14.000Z, Logout, User439
2019-12-16T11:36:21.000Z, Logout, User315
2019-12-16T11:36:30.000Z, Process Start, User25
2019-12-16T11:36:40.000Z, Login, User100
2019-12-16T11:36:54.000Z, Logout, User144
2019-12-16T11:37:13.000Z, Process Start, User460
2019-12-16T11:38:14.000Z, Process Start, User492
2019-12-16T11:38:22.000Z, Authentication Failure, User306
2019-12-16T11:38:30.000Z, Login, User399
2019-12-16T11:38:56.000Z, Login, User252
2019-12-16T11:39:04.000Z, Login, User479
2019-12-16T11:39:13.000Z, Logout, User36
2019-12-16T11:39:29.000Z, Login, User198
2019-12-16T11:39:55.000Z, Logout, User198
2019-12-16T11:40:58.000Z, Login, User461
2019-12-16T11:41:04.000Z, Process Start, User460
2019-12-16T11:41:28.000Z, Login, User405
2019-12-16T11:41:35.000Z, Process Start, User399
2019-12-16T11:41:55.000Z, Login, User171
2019-12-16T11:42:08.000Z, Process Start, User479
2019-12-16T11:42:10.000Z, Authentication Failure, User487
2019-12-16T11:42:27.000Z, Login, User334
2019-12-16T11:42:40.000Z, Logout, User171
2019-12-16T11:42:44.000Z, Login, User79
2019-12-16T11:42:44.000Z, Logout, User399
2019-12-16T11:42:52.000Z, Process Start, User492
2019-12-16T11:43:02.000Z, Process Start, User25
2019-12-16T11:43:10.000Z, Logout, User479
2019-12-16T11:43:12.000Z, Logout, User25
2019-12-16T11:43:12.000Z, Login, User434
2019-12-16T11:43:16.000Z, Logout, User492
2019-12-16T11:43:18.000Z, Login, User462
2019-12-16T11:43:21.000Z, Logout, User462
2019-12-16T11:43:22.000Z, Login, User393
2019-12-16T11:43:30.000Z, Authentication Failure, User232
2019-12-16T11:43:32.000Z, Process Start, User252
2019-12-16T11:43:39.000Z, Login, User36
2019-12-16T11:43:43.000Z, Process Start, User460
2019-12-16T11:44:03.000Z, Process Start, User405
2019-12-16T11:44:04.000Z, Process Start, User36
2019-12-16T11:44:18.000Z, Login, User279
2019-12-16T11:44:37.000Z, Authentication Failure, User321
2019-12-16T11:44:51.000Z, Login, User191
2019-12-16T11:44:56.000Z, Process Start, User100
2019-12-16T11:45:06.000Z, Login, User415
2019-12-16T11:45:17.000Z, Login, User138
2019-12-16T11:45:22.000Z, Logout, User460
2019-12-16T11:45:24.000Z, Login, User33
2019-12-16T11:45:32.000Z, Process Start, User279
2019-12-16T11:45:53.000Z, Authentication Failure, User306
2019-12-16T11:46:03.000Z, Logout, User434
2019-12-16T11:46:10.000Z, Logout, User279
2019-12-16T11:46:23.000Z, Process Start, User191
2019-12-16T11:46:59.000Z, Login, User163
2019-12-16T11:47:07.000Z, Logout, User191
2019-12-16T11:47:18.000Z, Logout, User100
2019-12-16T11:47:33.000Z, Logout, User415
2019-12-16T11:47:50.000Z, Logout, User138
2019-12-16T11:48:03.000Z, Login, User480
2019-12-16T11:48:21.000Z, Login, User391
2019-12-16T11:48:28.000Z, Logout, User405
2019-12-16T11:48:32.000Z, Authentication Failure, User441
2019-12-16T11:48:41.000Z, Logout, User393
2019-12-16T11:49:03.000Z, Login, User213
2019-12-16T11:49:12.000Z, Process Start, User33
2019-12-16T11:49:15.000Z, Authentication Failure, User121
2019-12-16T11:49:17.000Z, Process Start, User163
2019-12-16T11:49:29.000Z, Logout, User79
2019-12-16T11:49:47.000Z, Process Start, User391
2019-12-16T11:49:59.000Z, Process Start, User163
2019-12-16T11:50:14.000Z, Process Start, User334
2019-12-16T11:50:25.000Z, Login, User388
2019-12-16T11:50:30.000Z, Logout, User461
2019-12-16T11:50:33.000Z, Logout, User213
2019-12-16T11:50:57.000Z, Login, User184
2019-12-16T11:51:14.000Z, Logout, User184
2019-12-16T11:51:17.000Z, Login, User284
2019-12-16T11:51:21.000Z, Authentication Failure, User260
2019-12-16T11:51:26.000Z, Login, User364
2019-12-16T11:51:38.000Z, Logout, User334
2019-12-16T11:51:45.000Z, Process Start, User391
2019-12-16T11:52:11.000Z, Login, User433
2019-12-16T11:52:12.000Z, Process Start, User433
2019-12-16T11:52:23.000Z, Process Start, User364
2019-12-16T11:52:41.000Z, Process Start, User480
2019-12-16T11:52:49.000Z, Login, User460
2019-12-16T11:52:52.000Z, Logout, User33
2019-12-16T11:53:38.000Z, Process Start, User364
2019-12-16T11:54:02.000Z, Login, User240
2019-12-16T11:54:09.000Z, Login, User16
2019-12-16T11:54:11.000Z, Login, User423
2019-12-16T11:54:24.000Z, Process Start, User284
2019-12-16T11:54:33.000Z, Process Start, User364
2019-12-16T11:54:41.000Z, Logout, User252
2019-12-16T11:54:42.000Z, Logout, User364
2019-12-16T11:54:54.000Z, Login, User455
2019-12-16T11:55:04.000Z, Login, User304
2019-12-16T11:55:04.000Z, Process Start, User388
2019-12-16T11:55:05.000Z, Logout, User16
2019-12-16T11:55:13.000Z, Login, User141
2019-12-16T11:55:14.000Z, Logout, User455
2019-12-16T11:55:20.000Z, Process Start, User240
2019-12-16T11:56:10.000Z, Login, User172
2019-12-16T11:56:17.000Z, Logout, User240
2019-12-16T11:56:46.000Z, Authentication Failure, User336
2019-12-16T11:57:07.000Z, Process Start, User141
2019-12-16T11:57:12.000Z, Login, User372
2019-12-16T11:57:18.000Z, Process Start, User460
2019-12-16T11:57:20.000Z, Logout, User284
2019-12-16T11:57:37.000Z, Logout, User391
2019-12-16T11:58:12.000Z, Authentication Failure, User171
2019-12-16T11:58:53.000Z, Login, User160
2019-12-16T11:59:31.000Z, Process Start, User372
2019-12-16T11:59:51.000Z, Logout, User372
2019-12-16T12:00:19.000Z, Process Start, User163
2019-12-16T12:00:34.000Z, Logout, User423
2019-12-16T12:00:54.000Z, Logout, User163
2019-12-16T12:01:11.000Z, Logout, User388
2019-12-16T12:01:12.000Z, Process Start, User433
2019-12-16T12:01:16.000Z, Process Start, User433
2019-12-16T12:01:28.000Z, Authentication Failure, User218
2019-12-16T12:02:15.000Z, Process Start, User460
2019-12-16T12:02:50.000Z, Login, User179
2019-12-16T12:02:52.000Z, Login, User159
2019-12-16T12:03:04.000Z, Logout, User179
2019-12-16T12:03:07.000Z, Process Start, User159
2019-12-16T12:03:17.000Z, Authentication Failure, User447
2019-12-16T12:03:25.000Z, Authentication Failure, User64
2019-12-16T12:03:45.000Z, Login, User37
2019-12-16T12:04:00.000Z, Process Start, User304
2019-12-16T12:04:09.000Z, Authentication Failure, User205
2019-12-16T12:04:11.000Z, Logout, User304
2019-12-16T12:04:28.000Z, Logout, User37
2019-12-16T12:04:35.000Z, Login, User415
2019-12-16T12:04:48.000Z, Authentication Failure, User37
2019-12-16T12:04:58.000Z, Process Start, User415
2019-12-16T12:05:14.000Z, Login, User185
2019-12-16T12:05:52.000Z, Logout, User480
2019-12-16T12:05:54.000Z, Authentication Failure, User123
2019-12-16T12:05:56.000Z, Login, User292
2019-12-16T12:06:17.000Z, Logout, User159
2019-12-16T12:06:28.000Z, Login, User385
2019-12-16T12:06:35.000Z, Process Start, User172
2019-12-16T12:06:39.000Z, Logout, User141
2019-12-16T12:06:56.000Z, Login, User175
2019-12-16T12:07:00.000Z, Process Start, User160
2019-12-16T12:07:01.000Z, Login, User426
2019-12-16T12:07:09.000Z, Process Start, User175
2019-12-16T12:07:09.000Z, Process Start, User460
2019-12-16T12:07:12.000Z, Process Start, User185
2019-12-16T12:07:30.000Z, Login, User398
2019-12-16T12:07:46.000Z, Logout, User426
2019-12-16T12:07:49.000Z, Logout, User398
2019-12-16T12:07:52.000Z, Logout, User185
2019-12-16T12:08:23.000Z, Process Start, User172
2019-12-16T12:08:36.000Z, Process Start, User172
2019-12-16T12:08:38.000Z, Logout, User433
2019-12-16T12:08:48.000Z, Process Start, User292
2019-12-16T12:09:06.000Z, Login, User284
2019-12-16T12:09:53.000Z, Process Start, User36
2019-12-16T12:10:17.000Z, Login, User344
2019-12-16T12:10:20.000Z, Process Start, User460
2019-12-16T12:10:21.000Z, Process Start, User415
2019-12-16T12:10:31.000Z, Logout, User292
2019-12-16T12:10:39.000Z, Login, User242
2019-12-16T12:10:42.000Z, Login, User408
2019-12-16T12:10:43.000Z, Login, User304
2019-12-16T12:10:59.000Z, Process Start, User408
2019-12-16T12:11:01.000Z, Login, User324
2019-12-16T12:11:03.000Z, Login, User286
2019-12-16T12:11:08.000Z, Process Start, User385
2019-12-16T12:11:47.000Z, Login, User416
2019-12-16T12:11:57.000Z, Login, User163
2019-12-16T12:11:59.000Z, Logout, User172
2019-12-16T12:11:59.000Z, Login, User400
2019-12-16T12:12:09.000Z, Authentication Failure, User148
2019-12-16T12:12:16.000Z, Logout, User36
2019-12-16T12:12:33.000Z, Login, User150
2019-12-16T12:12:35.000Z, Login, User214
2019-12-16T12:12:38.000Z, Authentication Failure, User159
2019-12-16T12:12:41.000Z, Login, User25
2019-12-16T12:12:41.000Z, Process Start, User160
2019-12-16T12:12:58.000Z, Process Start, User284
2019-12-16T12:13:05.000Z, Login, User232
2019-12-16T12:13:34.000Z, Process Start, User286
2019-12-16T12:13:35.000Z, Login, User117
2019-12-16T12:13:40.000Z, Logout, User163
2019-12-16T12:14:08.000Z, Logout, User160
2019-12-16T12:14:13.000Z, Process Start, User400
2019-12-16T12:14:13.000Z, Authentication Failure, User500
2019-12-16T12:14:20.000Z, Logout, User284
2019-12-16T12:14:54.000Z, Logout, User242
2019-12-16T12:14:58.000Z, Logout, User150
2019-12-16T12:15:05.000Z, Process Start, User400
2019-12-16T12:15:29.000Z, Login, User108
2019-12-16T12:15:43.000Z, Process Start, User108
2019-12-16T12:15:48.000Z, Process Start, User416
2019-12-16T12:16:28.000Z, Logout, User175
2019-12-16T12:16:28.000Z, Process Start, User232
2019-12-16T12:16:28.000Z, Logout, User324
2019-12-16T12:16:30.000Z, Login, User144
2019-12-16T12:16:41.000Z, Login, User404
2019-12-16T12:16:43.000Z, Login, User360
2019-12-16T12:16:49.000Z, Login, User500
2019-12-16T12:16:52.000Z, Login, User316
2019-12-16T12:16:56.000Z, Logout, User25
2019-12-16T12:16:58.000Z, Login, User195
2019-12-16T12:17:28.000Z, Login, User50
2019-12-16T12:17:31.000Z, Login, User495
2019-12-16T12:17:34.000Z, Logout, User400
2019-12-16T12:17:42.000Z, Process Start, User214
2019-12-16T12:17:51.000Z, Login, User440
2019-12-16T12:18:10.000Z, Process Start, User304
2019-12-16T12:18:21.000Z, Process Start, User117
2019-12-16T12:18:28.000Z, Login, User222
2019-12-16T12:18:32.000Z, Logout, User495
2019-12-16T12:18:40.000Z, Logout, User214
2019-12-16T12:18:40.000Z, Logout, User404
2019-12-16T12:18:47.000Z, Login, User198
2019-12-16T12:18:57.000Z, Logout, User195
2019-12-16T12:18:59.000Z, Process Start, User144
2019-12-16T12:19:03.000Z, Process Start, User316
2019-12-16T12:19:28.000Z, Logout, User316
2019-12-16T12:19:37.000Z, Process Start, User360
2019-12-16T12:19:53.000Z, Login, User173
2019-12-16T12:19:58.000Z, Login, User158
2019-12-16T12:20:00.000Z, Process Start, User50
2019-12-16T12:20:04.000Z, Login, User348
2019-12-16T12:20:11.000Z, Logout, User198
2019-12-16T12:20:20.000Z, Logout, User360
2019-12-16T12:20:22.000Z, Process Start, User348
2019-12-16T12:20:25.000Z, Process Start, User108
2019-12-16T12:20:39.000Z, Authentication Failure, User216
2019-12-16T12:20:40.000Z, Logout, User232
2019-12-16T12:20:45.000Z, Login, User78
2019-12-16T12:20:58.000Z, Logout, User385
2019-12-16T12:21:00.000Z, Process Start, User117
2019-12-16T12:21:03.000Z, Process Start, User158
2019-12-16T12:21:07.000Z, Logout, User108
2019-12-16T12:21:27.000Z, Process Start, User78
2019-12-16T12:21:47.000Z, Logout, User78
2019-12-16T12:21:51.000Z, Login, User226
2019-12-16T12:22:11.000Z, Process Start, User173
2019-12-16T12:22:11.000Z, Logout, User416
2019-12-16T12:22:16.000Z, Process Start, User460
2019-12-16T12:22:19.000Z, Login, User305
2019-12-16T12:22:19.000Z, Login, User480
2019-12-16T12:22:24.000Z, Process Start, User348
2019-12-16T12:22:34.000Z, Login, User302
2019-12-16T12:22:40.000Z, Logout, User158
2019-12-16T12:23:03.000Z, Authentication Failure, User319
2019-12-16T12:23:07.000Z, Logout, User50
2019-12-16T12:23:21.000Z, Process Start, User305
2019-12-16T12:23:23.000Z, Process Start, User348
2019-12-16T12:23:23.000Z, Process Start, User460
2019-12-16T12:23:32.000Z, Login, User435
2019-12-16T12:23:45.000Z, Logout, User173
2019-12-16T12:23:48.000Z, Logout, User500
2019-12-16T12:24:06.000Z, Login, User238
2019-12-16T12:24:10.000Z, Login, User213
2019-12-16T12:24:13.000Z, Logout, User144
2019-12-16T12:24:49.000Z, Logout, User226
2019-12-16T12:24:50.000Z, Process Start, User480
2019-12-16T12:24:56.000Z, Process Start, User304
2019-12-16T12:25:04.000Z, Authentication Failure, User401
2019-12-16T12:25:08.000Z, Authentication Failure, User189
2019-12-16T12:25:15.000Z, Logout, User435
2019-12-16T12:25:24.000Z, Logout, User117
2019-12-16T12:25:50.000Z, Login, User330
2019-12-16T12:25:55.000Z, Logout, User440
2019-12-16T12:26:04.000Z, Login, User210
2019-12-16T12:26:06.000Z, Process Start, User305
2019-12-16T12:26:06.000Z, Logout, User415
2019-12-16T12:26:18.000Z, Login, User99
2019-12-16T12:26:25.000Z, Login, User315
2019-12-16T12:26:44.000Z, Logout, User222
2019-12-16T12:26:45.000Z, Process Start, User238
2019-12-16T12:26:48.000Z, Logout, User305
2019-12-16T12:26:50.000Z, Process Start, User304
2019-12-16T12:26:51.000Z, Login, User98
2019-12-16T12:26:55.000Z, Login, User376
2019-12-16T12:27:05.000Z, Process Start, User376
2019-12-16T12:27:08.000Z, Process Start, User302
2019-12-16T12:27:25.000Z, Login, User100
2019-12-16T12:27:26.000Z, Process Start, User376
2019-12-16T12:27:41.000Z, Process Start, User100
2019-12-16T12:28:14.000Z, Process Start, User302
2019-12-16T12:28:21.000Z, Login, User140
2019-12-16T12:28:21.000Z, Process Start, User376
2019-12-16T12:28:29.000Z, Login, User107
2019-12-16T12:28:33.000Z, Logout, User330
2019-12-16T12:28:37.000Z, Logout, User107
2019-12-16T12:29:22.000Z, Authentication Failure, User461
2019-12-16T12:29:23.000Z, Login, User160
2019-12-16T12:29:34.000Z, Logout, User238
2019-12-16T12:29:39.000Z, Process Start, User460
2019-12-16T12:30:08.000Z, Login, User347
2019-12-16T12:30:27.000Z, Logout, User348
2019-12-16T12:30:37.000Z, Login, User190
2019-12-16T12:30:51.000Z, Login, User5
2019-12-16T12:30:53.000Z, Login, User40
2019-12-16T12:31:00.000Z, Login, User313
2019-12-16T12:31:01.000Z, Logout, User98
2019-12-16T12:31:04.000Z, Authentication Failure, User211
2019-12-16T12:31:08.000Z, Login, User200
2019-12-16T12:31:12.000Z, Authentication Failure, User261
2019-12-16T12:31:21.000Z, Process Start, User315
2019-12-16T12:31:35.000Z, Login, User134
2019-12-16T12:31:39.000Z, Logout, User347
2019-12-16T12:31:59.000Z, Process Start, User315
2019-12-16T12:32:07.000Z, Logout, User40
2019-12-16T12:32:11.000Z, Login, User324
2019-12-16T12:32:28.000Z, Logout, User324
2019-12-16T12:32:32.000Z, Process Start, User313
2019-12-16T12:32:37.000Z, Process Start, User200
2019-12-16T12:32:41.000Z, Logout, User100
2019-12-16T12:32:42.000Z, Logout, User302
2019-12-16T12:32:46.000Z, Logout, User213
2019-12-16T12:32:50.000Z, Process Start, User344
2019-12-16T12:32:52.000Z, Process Start, User480
2019-12-16T12:33:02.000Z, Login, User416
2019-12-16T12:33:15.000Z, Process Start, User134
2019-12-16T12:33:29.000Z, Logout, User190
2019-12-16T12:33:36.000Z, Login, User188
2019-12-16T12:33:37.000Z, Login, User465
2019-12-16T12:33:43.000Z, Process Start, User188
2019-12-16T12:33:50.000Z, Logout, User416
2019-12-16T12:34:02.000Z, Process Start, User465
2019-12-16T12:34:07.000Z, Process Start, User140
2019-12-16T12:34:08.000Z, Login, User177
2019-12-16T12:34:10.000Z, Logout, User344
2019-12-16T12:34:12.000Z, Login, User97
2019-12-16T12:34:15.000Z, Logout, User188
2019-12-16T12:34:16.000Z, Login, User232
2019-12-16T12:34:23.000Z, Login, User299
2019-12-16T12:34:24.000Z, Login, User123
2019-12-16T12:34:25.000Z, Process Start, User286
2019-12-16T12:34:29.000Z, Logout, User140
2019-12-16T12:34:29.000Z, Logout, User304
2019-12-16T12:34:38.000Z, Authentication Failure, User102
2019-12-16T12:34:42.000Z, Logout, User200
2019-12-16T12:34:52.000Z, Process Start, User460
2019-12-16T12:34:57.000Z, Login, User404
2019-12-16T12:35:07.000Z, Logout, User376
2019-12-16T12:35:19.000Z, Login, User330
2019-12-16T12:35:27.000Z, Process Start, User460
2019-12-16T12:35:41.000Z, Logout, User460
2019-12-16T12:35:43.000Z, Logout, User99
2019-12-16T12:35:46.000Z, Login, User36
2019-12-16T12:35:46.000Z, Logout, User299
2019-12-16T12:35:52.000Z, Logout, User36
2019-12-16T12:36:07.000Z, Process Start, User232
2019-12-16T12:36:11.000Z, Login, User215
2019-12-16T12:36:15.000Z, Process Start, User134
2019-12-16T12:36:16.000Z, Login, User321
2019-12-16T12:36:22.000Z, Process Start, User160
2019-12-16T12:36:23.000Z, Logout, User123
2019-12-16T12:36:23.000Z, Logout, User134
2019-12-16T12:36:33.000Z, Logout, User315
2019-12-16T12:36:36.000Z, Logout, User97
2019-12-16T12:36:40.000Z, Process Start, User321
2019-12-16T12:36:48.000Z, Login, User219
2019-12-16T12:37:02.000Z, Authentication Failure, User288
2019-12-16T12:37:04.000Z, Process Start, User232
2019-12-16T12:37:18.000Z, Logout, User480
2019-12-16T12:37:23.000Z, Login, User495
2019-12-16T12:37:26.000Z, Logout, User5
2019-12-16T12:37:31.000Z, Logout, User408
2019-12-16T12:37:32.000Z, Login, User455
2019-12-16T12:37:37.000Z, Login, User68
2019-12-16T12:37:39.000Z, Logout, User495
2019-12-16T12:37:41.000Z, Login, User479
2019-12-16T12:37:48.000Z, Login, User108
2019-12-16T12:37:59.000Z, Logout, User210
2019-12-16T12:38:05.000Z, Logout, User219
2019-12-16T12:38:18.000Z, Logout, User455
2019-12-16T12:38:20.000Z, Process Start, User404
2019-12-16T12:38:58.000Z, Process Start, User286
2019-12-16T12:39:20.000Z, Logout, User68
2019-12-16T12:39:23.000Z, Login, User141
2019-12-16T12:39:28.000Z, Process Start, User286
2019-12-16T12:39:34.000Z, Login, User96
2019-12-16T12:39:40.000Z, Login, User344
2019-12-16T12:39:44.000Z, Logout, User96
2019-12-16T12:39:46.000Z, Logout, User232
2019-12-16T12:39:52.000Z, Process Start, User177
2019-12-16T12:40:11.000Z, Logout, User108
2019-12-16T12:40:17.000Z, Login, User254
2019-12-16T12:40:25.000Z, Authentication Failure, User315
2019-12-16T12:40:28.000Z, Logout, User141
2019-12-16T12:40:35.000Z, Login, User389
2019-12-16T12:40:38.000Z, Login, User88
2019-12-16T12:40:44.000Z, Login, User56
2019-12-16T12:40:53.000Z, Logout, User286
2019-12-16T12:40:57.000Z, Process Start, User177
2019-12-16T12:41:04.000Z, Logout, User321
2019-12-16T12:41:12.000Z, Logout, User313
2019-12-16T12:41:15.000Z, Logout, User177
2019-12-16T12:41:20.000Z, Login, User98
2019-12-16T12:41:22.000Z, Process Start, User465
2019-12-16T12:41:25.000Z, Logout, User56
2019-12-16T12:41:42.000Z, Logout, User404
2019-12-16T12:41:49.000Z, Authentication Failure, User100
2019-12-16T12:41:50.000Z, Logout, User330
2019-12-16T12:41:55.000Z, Login, User235
2019-12-16T12:41:56.000Z, Login, User303
2019-12-16T12:42:03.000Z, Process Start, User479
2019-12-16T12:42:16.000Z, Login, User46
2019-12-16T12:42:22.000Z, Logout, User88
2019-12-16T12:42:24.000Z, Login, User377
2019-12-16T12:42:27.000Z, Process Start, User377
2019-12-16T12:42:43.000Z, Process Start, User215
2019-12-16T12:43:20.000Z, Authentication Failure, User223
2019-12-16T12:43:24.000Z, Authentication Failure, User187
2019-12-16T12:43:55.000Z, Login, User51
2019-12-16T12:43:57.000Z, Authentication Failure, User388
2019-12-16T12:44:07.000Z, Logout, User377
2019-12-16T12:44:10.000Z, Login, User179
2019-12-16T12:44:14.000Z, Login, User480
2019-12-16T12:44:19.000Z, Logout, User480
2019-12-16T12:44:33.000Z, Process Start, User179
2019-12-16T12:44:43.000Z, Logout, User51
2019-12-16T12:44:46.000Z, Authentication Failure, User191
2019-12-16T12:44:53.000Z, Authentication Failure, User371
2019-12-16T12:45:03.000Z, Process Start, User215
2019-12-16T12:45:12.000Z, Logout, User479
2019-12-16T12:45:25.000Z, Login, User434
2019-12-16T12:45:38.000Z, Process Start, User434
2019-12-16T12:45:56.000Z, Logout, User160
2019-12-16T12:45:57.000Z, Logout, User98
2019-12-16T12:46:01.000Z, Authentication Failure, User138
2019-12-16T12:46:08.000Z, Process Start, User235
2019-12-16T12:46:09.000Z, Process Start, User465
2019-12-16T12:46:11.000Z, Logout, User344
2019-12-16T12:46:36.000Z, Login, User423
2019-12-16T12:46:38.000Z, Login, User31
2019-12-16T12:46:52.000Z, Login, User213
2019-12-16T12:47:00.000Z, Logout, User31
2019-12-16T12:47:06.000Z, Process Start, User389
2019-12-16T12:47:20.000Z, Login, User40
2019-12-16T12:47:31.000Z, Process Start, User179
2019-12-16T12:47:33.000Z, Login, User318
2019-12-16T12:47:39.000Z, Process Start, User179
2019-12-16T12:48:01.000Z, Login, User351
2019-12-16T12:48:07.000Z, Authentication Failure, User95
2019-12-16T12:48:23.000Z, Logout, User465
2019-12-16T12:48:28.000Z, Login, User500
2019-12-16T12:48:31.000Z, Logout, User179
2019-12-16T12:48:46.000Z, Process Start, User351
2019-12-16T12:48:59.000Z, Login, User319
2019-12-16T12:49:01.000Z, Process Start, User213
2019-12-16T12:49:16.000Z, Login, User181
2019-12-16T12:49:18.000Z, Process Start, User235
2019-12-16T12:49:39.000Z, Process Start, User318
2019-12-16T12:49:52.000Z, Logout, User434
2019-12-16T12:49:55.000Z, Logout, User319
2019-12-16T12:50:04.000Z, Login, User479
2019-12-16T12:50:16.000Z, Logout, User303
2019-12-16T12:50:31.000Z, Process Start, User213
2019-12-16T12:50:34.000Z, Logout, User215
2019-12-16T12:50:34.000Z, Process Start, User423
2019-12-16T12:50:43.000Z, Login, User415
2019-12-16T12:50:58.000Z, Logout, User40
2019-12-16T12:51:04.000Z, Authentication Failure, User32
2019-12-16T12:51:07.000Z, Process Start, User351
